Job_Title,Industry,Job_Status,AI_Impact_Level,Median_Salary_(USD),Required_Education,Experience_Required_(Years),Job_Openings_(2024),Projected_Openings_(2030),Remote_Work_Ratio,Automation_Risk,Location,Gender_Diversity,Growth_Rate,Risk_Category,Seniority,AI_Exposure_Index,Tech_Growth_Factor,Automation_Probability_2030,Is_High_Risk
3,3,0,0,0.3979439016358683,4,-0.8464996080145875,0.48434171674530874,-1.203913767898986,-0.49560254232584877,-1.4799390797999412,4,-1.5107797163838443,-0.3444272602515325,1,0,-0.4387809620815985,-1.071137476747438,0.8291817012337388,1
3,3,0,0,0.3979439016358683,4,-0.8464996080145875,0.48434171674530874,-1.203913767898986,-0.49560254232584877,-1.4799390797999412,4,-1.5107797163838443,-0.3444272602515325,1,0,-1.2449473662574393,-1.4547394466501127,0.4798836784762651,1
3,3,0,0,0.3979439016358683,4,-0.8464996080145875,0.48434171674530874,-1.203913767898986,-0.49560254232584877,-1.4799390797999412,4,-1.5107797163838443,-0.3444272602515325,1,0,0.3323347288692058,-1.1060103831022265,1.7024267581274244,1
3,3,0,0,0.3979439016358683,4,-0.8464996080145875,0.48434171674530874,-1.203913767898986,-0.49560254232584877,-1.4799390797999412,4,-1.5107797163838443,-0.3444272602515325,1,0,-0.6841359546568544,-1.6291039784240555,-1.266606435311107,1
3,3,0,0,0.3979439016358683,4,-0.8464996080145875,0.48434171674530874,-1.203913767898986,-0.49560254232584877,-1.4799390797999412,4,-1.5107797163838443,-0.3444272602515325,1,0,-1.5954544985078052,0.6376349346372021,0.21791016140815916,1
3,3,0,0,0.3979439016358683,4,-0.8464996080145875,0.48434171674530874,-1.203913767898986,-0.49560254232584877,-1.4799390797999412,4,-1.5107797163838443,-0.3444272602515325,1,0,-1.5954544985078052,-0.16444191152293525,-0.8299839068642643,1
3,3,0,0,0.3979439016358683,4,-0.8464996080145875,0.48434171674530874,-1.203913767898986,-0.49560254232584877,-1.4799390797999412,4,-1.5107797163838443,-0.3444272602515325,1,0,-0.3686795356315255,-0.9316458513282839,0.8291817012337388,1
3,3,0,0,0.3979439016358683,4,-0.8464996080145875,0.48434171674530874,-1.203913767898986,-0.49560254232584877,-1.4799390797999412,4,-1.5107797163838443,-0.3444272602515325,1,0,-1.525353072057732,-1.6291039784240555,-1.1792819296217383,1
3,3,0,0,0.3979439016358683,4,-0.8464996080145875,0.48434171674530874,-1.203913767898986,-0.49560254232584877,-1.4799390797999412,4,-1.5107797163838443,-0.3444272602515325,1,0,-0.29857810918145233,-1.0013916640378613,0.04326115002942186,1
3,3,0,0,0.3979439016358683,4,-0.8464996080145875,0.48434171674530874,-1.203913767898986,-0.49560254232584877,-1.4799390797999412,4,-1.5107797163838443,-0.3444272602515325,1,0,-0.2635273959564157,1.0561098108946654,-0.8299839068642643,1
3,3,0,0,0.3979439016358683,4,-0.8464996080145875,0.48434171674530874,-1.203913767898986,-0.49560254232584877,-1.4799390797999412,4,-1.5107797163838443,-0.3444272602515325,1,0,-1.5954544985078052,-0.6875355068447636,-1.441255446689844,1
3,3,0,0,0.3979439016358683,4,-0.8464996080145875,0.48434171674530874,-1.203913767898986,-0.49560254232584877,-1.4799390797999412,4,-1.5107797163838443,-0.3444272602515325,1,0,1.0333489933699374,0.35865168379889395,-1.1792819296217383,1
3,3,0,0,0.3979439016358683,4,-0.8464996080145875,0.48434171674530874,-1.203913767898986,-0.49560254232584877,-1.4799390797999412,4,-1.5107797163838443,-0.3444272602515325,1,0,-1.8057587778580244,0.4283974965084712,0.3925591727868965,1
3,3,0,0,0.3979439016358683,4,-0.8464996080145875,0.48434171674530874,-1.203913767898986,-0.49560254232584877,-1.4799390797999412,4,-1.5107797163838443,-0.3444272602515325,1,0,-1.6655559249578782,-1.0362645703926499,0.13058565571879052,1
3,3,0,0,0.3979439016358683,4,-0.8464996080145875,0.48434171674530874,-1.203913767898986,-0.49560254232584877,-1.4799390797999412,4,-1.5107797163838443,-0.3444272602515325,1,0,1.3838561256203028,-1.5593581657144782,-0.0440633556599468,1
3,3,0,0,0.3979439016358683,4,-0.8464996080145875,0.48434171674530874,-1.203913767898986,-0.49560254232584877,-1.4799390797999412,4,-1.5107797163838443,-0.3444272602515325,1,0,0.7529432875696446,1.5094575935069166,0.8291817012337388,1
3,3,0,0,0.3979439016358683,4,-0.8464996080145875,0.48434171674530874,-1.203913767898986,-0.49560254232584877,-1.4799390797999412,4,-1.5107797163838443,-0.3444272602515325,1,0,0.08697973629395002,-1.245502008521381,-0.7426594011748956,1
